epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.5848969221115112,1.590676188468933,0.9411956071853638,1.144361138343811,0.0010000000474974513
1,0.8973671793937683,0.7152482867240906,0.9713287949562073,0.3927527070045471,0.0010000000474974513
2,0.9390469193458557,0.505133867263794,0.9644249677658081,0.2077159285545349,0.0010000000474974513
3,0.9481556415557861,0.45307356119155884,0.9662930369377136,0.16209962964057922,0.0010000000474974513
4,0.9534003734588623,0.4070916175842285,0.963531494140625,0.15336090326309204,0.0010000000474974513
5,0.9555122256278992,0.4266015589237213,0.96580570936203,0.14041252434253693,0.0010000000474974513
6,0.9590396881103516,0.36799725890159607,0.969460666179657,0.13277015089988708,0.0010000000474974513
7,0.9621842503547668,0.3318191170692444,0.9750649929046631,0.12099824845790863,0.0010000000474974513
8,0.9642032384872437,0.32332247495651245,0.9770955443382263,0.11966846883296967,0.0010000000474974513
9,0.9659205675125122,0.309254914522171,0.9762020707130432,0.12023326009511948,0.0010000000474974513
10,0.9649226665496826,0.30998507142066956,0.9791260361671448,0.11556587368249893,0.0010000000474974513
11,0.9680439829826355,0.3086240589618683,0.9778265357017517,0.11364465206861496,0.0010000000474974513
12,0.9688794612884521,0.3061870038509369,0.9770955443382263,0.11256318539381027,0.0010000000474974513
13,0.9699005484580994,0.2866266369819641,0.97871994972229,0.1091519370675087,0.0010000000474974513
14,0.9711421132087708,0.26141759753227234,0.9819688200950623,0.10643316805362701,0.0010000000474974513
15,0.9739965796470642,0.24613834917545319,0.9815626740455627,0.1020471528172493,0.0010000000474974513
16,0.9745303392410278,0.2589925527572632,0.9761208295822144,0.10931422561407089,0.0010000000474974513
17,0.9712349772453308,0.2616141736507416,0.9818063974380493,0.10263283550739288,0.0010000000474974513
18,0.9726274013519287,0.24710297584533691,0.9819688200950623,0.10032305121421814,0.0010000000474974513
19,0.9724765419960022,0.27567344903945923,0.9818063974380493,0.10494376718997955,0.0010000000474974513
20,0.9743679165840149,0.26761287450790405,0.9826185703277588,0.10220006108283997,0.0010000000474974513
21,0.975470244884491,0.24368926882743835,0.9831871390342712,0.09736160188913345,0.0010000000474974513
22,0.9754818081855774,0.2420342117547989,0.983430802822113,0.10228312015533447,0.0010000000474974513
23,0.9773035645484924,0.22477084398269653,0.9845678806304932,0.09931012988090515,0.0010000000474974513
24,0.9715714454650879,0.2814612090587616,0.9820500612258911,0.1044192835688591,0.0010000000474974513
25,0.9755282402038574,0.22869090735912323,0.9827810525894165,0.1004350334405899,0.0005000000237487257
26,0.9774892330169678,0.21394561231136322,0.9828622341156006,0.10044418275356293,0.0005000000237487257
27,0.9788004159927368,0.21854136884212494,0.9842430353164673,0.09727685898542404,0.0005000000237487257
28,0.9797055125236511,0.2095578908920288,0.9836744666099548,0.09802011400461197,0.0002500000118743628
29,0.9792529940605164,0.20486781001091003,0.9837557077407837,0.09825388342142105,0.0002500000118743628
30,0.9812719821929932,0.20002295076847076,0.983430802822113,0.09764794260263443,0.0002500000118743628
31,0.9802972674369812,0.20018070936203003,0.9836744666099548,0.09732712805271149,0.0001250000059371814
32,0.9806686043739319,0.18693935871124268,0.9845678806304932,0.09531701356172562,0.0001250000059371814
33,0.9811327457427979,0.18297870457172394,0.9853801131248474,0.09494422376155853,0.0001250000059371814
34,0.9811675548553467,0.20057560503482819,0.9844866991043091,0.09493019431829453,0.0001250000059371814
35,0.9810283184051514,0.19004297256469727,0.9857050180435181,0.09457787126302719,0.0001250000059371814
36,0.982281506061554,0.18893514573574066,0.9857861995697021,0.09311835467815399,0.0001250000059371814
37,0.9816665053367615,0.18976160883903503,0.9855425357818604,0.09399452060461044,0.0001250000059371814
38,0.9822234511375427,0.1934136599302292,0.9861923456192017,0.09448248893022537,0.0001250000059371814
39,0.9819681644439697,0.18950636684894562,0.9864360094070435,0.0931246280670166,0.0001250000059371814
40,0.9827920198440552,0.18163323402404785,0.9867608547210693,0.09348418563604355,6.25000029685907e-05
41,0.982026219367981,0.18349212408065796,0.9862735271453857,0.0934702530503273,6.25000029685907e-05
42,0.9817013144493103,0.18123464286327362,0.9865171909332275,0.0924050435423851,6.25000029685907e-05
43,0.9826411604881287,0.18080145120620728,0.9871670007705688,0.09200900048017502,6.25000029685907e-05
44,0.9823511242866516,0.18293078243732452,0.9878979921340942,0.09158505499362946,6.25000029685907e-05
45,0.9834766387939453,0.1744338423013687,0.9875730872154236,0.09032920747995377,6.25000029685907e-05
46,0.9828384518623352,0.16862961649894714,0.9872482419013977,0.08906780183315277,6.25000029685907e-05
47,0.9834650158882141,0.17386658489704132,0.9873294234275818,0.08904337882995605,6.25000029685907e-05
48,0.9829660654067993,0.16648143529891968,0.9879792332649231,0.08834688365459442,6.25000029685907e-05
49,0.9835694432258606,0.1769682914018631,0.9884665608406067,0.08848724514245987,6.25000029685907e-05
